order_id,customer_id,order_status,status_name,order_date,required_date,shipped_date,Is_Late,latency_days,store_id,staff_id,IS_Local_city,extraction_timestamp,extraction_date,data_source,state
204,591,4,Completed,2016-05-04,2016-05-07,2016-05-06,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
205,635,4,Completed,2016-05-04,2016-05-05,2016-05-06,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
206,743,4,Completed,2016-05-04,2016-05-06,2016-05-05,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
207,105,4,Completed,2016-05-05,2016-05-07,2016-05-07,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
208,815,4,Completed,2016-05-06,2016-05-07,2016-05-09,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
209,514,4,Completed,2016-05-07,2016-05-08,2016-05-08,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
210,943,4,Completed,2016-05-07,2016-05-08,2016-05-09,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
211,1140,4,Completed,2016-05-07,2016-05-09,2016-05-08,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
212,1373,4,Completed,2016-05-08,2016-05-09,2016-05-11,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
213,788,4,Completed,2016-05-08,2016-05-09,2016-05-09,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
214,363,4,Completed,2016-05-10,2016-05-12,2016-05-11,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
215,1420,4,Completed,2016-05-10,2016-05-13,2016-05-12,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
216,267,4,Completed,2016-05-11,2016-05-14,2016-05-13,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
217,716,4,Completed,2016-05-11,2016-05-12,2016-05-14,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
218,1179,4,Completed,2016-05-12,2016-05-14,2016-05-14,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
219,1338,4,Completed,2016-05-12,2016-05-15,2016-05-15,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
220,1358,4,Completed,2016-05-12,2016-05-14,2016-05-15,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
221,1218,4,Completed,2016-05-13,2016-05-16,2016-05-14,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
222,51,4,Completed,2016-05-13,2016-05-16,2016-05-14,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
223,1368,4,Completed,2016-05-15,2016-05-16,2016-05-17,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
224,157,4,Completed,2016-05-17,2016-05-18,2016-05-19,1,1,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
225,307,4,Completed,2016-05-17,2016-05-20,2016-05-19,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
226,501,4,Completed,2016-05-17,2016-05-19,2016-05-20,1,1,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
227,489,4,Completed,2016-05-17,2016-05-18,2016-05-20,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
228,615,4,Completed,2016-05-17,2016-05-20,2016-05-20,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
229,742,4,Completed,2016-05-19,2016-05-21,2016-05-20,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
230,1167,4,Completed,2016-05-19,2016-05-20,2016-05-21,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
231,1257,4,Completed,2016-05-19,2016-05-22,2016-05-21,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
232,1360,4,Completed,2016-05-20,2016-05-23,2016-05-23,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
233,737,4,Completed,2016-05-21,2016-05-22,2016-05-24,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
234,1435,4,Completed,2016-05-22,2016-05-24,2016-05-24,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
235,649,4,Completed,2016-05-24,2016-05-25,2016-05-25,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
236,206,4,Completed,2016-05-25,2016-05-27,2016-05-26,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
237,1351,4,Completed,2016-05-25,2016-05-26,2016-05-27,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
238,1350,4,Completed,2016-05-26,2016-05-29,2016-05-29,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
240,65,4,Completed,2016-05-27,2016-05-29,2016-05-30,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
241,1082,4,Completed,2016-05-27,2016-05-29,2016-05-29,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
242,1168,4,Completed,2016-05-27,2016-05-30,2016-05-30,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
243,802,4,Completed,2016-05-27,2016-05-30,2016-05-28,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
244,956,4,Completed,2016-05-28,2016-05-29,2016-05-29,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
245,223,4,Completed,2016-05-29,2016-05-31,2016-05-30,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
247,928,4,Completed,2016-05-30,2016-06-01,2016-06-01,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
248,1376,4,Completed,2016-05-30,2016-06-01,2016-05-31,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
249,145,4,Completed,2016-06-01,2016-06-04,2016-06-04,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
250,150,4,Completed,2016-06-01,2016-06-02,2016-06-04,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
251,851,4,Completed,2016-06-01,2016-06-04,2016-06-04,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
252,66,4,Completed,2016-06-01,2016-06-04,2016-06-02,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
253,1267,4,Completed,2016-06-02,2016-06-05,2016-06-05,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
254,510,4,Completed,2016-06-03,2016-06-06,2016-06-05,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
255,801,4,Completed,2016-06-03,2016-06-06,2016-06-05,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
256,26,4,Completed,2016-06-04,2016-06-05,2016-06-07,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
257,1314,4,Completed,2016-06-05,2016-06-06,2016-06-08,1,2,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
258,107,4,Completed,2016-06-06,2016-06-07,2016-06-07,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
259,413,4,Completed,2016-06-06,2016-06-09,2016-06-09,0,0,2,7,1,1714563448,2024-05-01 11:37:28,SQL-Server,NY
260,632,4,Completed,2016-06-06,2016-06-08,2016-06-08,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
261,1045,4,Completed,2016-06-08,2016-06-10,2016-06-09,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
262,579,4,Completed,2016-06-08,2016-06-11,2016-06-10,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
263,1322,4,Completed,2016-06-09,2016-06-10,2016-06-12,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
265,682,4,Completed,2016-06-10,2016-06-12,2016-06-11,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
266,933,4,Completed,2016-06-10,2016-06-13,2016-06-13,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
267,282,4,Completed,2016-06-11,2016-06-14,2016-06-14,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
268,540,4,Completed,2016-06-11,2016-06-14,2016-06-12,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
269,764,4,Completed,2016-06-12,2016-06-13,2016-06-15,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
270,879,4,Completed,2016-06-12,2016-06-15,2016-06-13,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
271,350,4,Completed,2016-06-13,2016-06-16,2016-06-14,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
272,497,4,Completed,2016-06-15,2016-06-18,2016-06-16,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
273,1340,4,Completed,2016-06-16,2016-06-19,2016-06-17,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
274,411,4,Completed,2016-06-17,2016-06-20,2016-06-18,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
275,1341,4,Completed,2016-06-17,2016-06-19,2016-06-18,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
276,1227,4,Completed,2016-06-18,2016-06-19,2016-06-19,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
277,546,4,Completed,2016-06-19,2016-06-20,2016-06-20,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
278,1301,4,Completed,2016-06-20,2016-06-23,2016-06-21,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
279,378,4,Completed,2016-06-21,2016-06-22,2016-06-22,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
280,638,4,Completed,2016-06-21,2016-06-22,2016-06-23,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
281,800,4,Completed,2016-06-21,2016-06-22,2016-06-23,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
282,159,4,Completed,2016-06-22,2016-06-25,2016-06-25,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
283,181,4,Completed,2016-06-23,2016-06-26,2016-06-26,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
284,1356,4,Completed,2016-06-23,2016-06-25,2016-06-25,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
285,319,4,Completed,2016-06-25,2016-06-26,2016-06-27,1,1,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
286,59,4,Completed,2016-06-25,2016-06-26,2016-06-26,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
287,133,4,Completed,2016-06-25,2016-06-26,2016-06-27,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
288,780,4,Completed,2016-06-25,2016-06-28,2016-06-28,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
289,849,4,Completed,2016-06-27,2016-06-28,2016-06-30,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
290,202,4,Completed,2016-06-28,2016-06-29,2016-06-30,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
291,158,4,Completed,2016-06-29,2016-06-30,2016-07-01,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
292,360,4,Completed,2016-06-29,2016-06-30,2016-07-02,1,2,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
293,573,4,Completed,2016-06-30,2016-07-03,2016-07-02,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
294,732,4,Completed,2016-07-01,2016-07-02,2016-07-02,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
295,1130,4,Completed,2016-07-01,2016-07-04,2016-07-04,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
296,1245,4,Completed,2016-07-04,2016-07-07,2016-07-06,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
297,1425,4,Completed,2016-07-04,2016-07-05,2016-07-06,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
298,885,4,Completed,2016-07-04,2016-07-07,2016-07-07,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
299,281,4,Completed,2016-07-05,2016-07-06,2016-07-07,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
300,1205,4,Completed,2016-07-05,2016-07-08,2016-07-08,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
301,17,4,Completed,2016-07-06,2016-07-09,2016-07-08,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
302,1375,4,Completed,2016-07-06,2016-07-07,2016-07-09,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
303,36,4,Completed,2016-07-07,2016-07-08,2016-07-09,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
304,230,4,Completed,2016-07-07,2016-07-08,2016-07-08,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
305,705,4,Completed,2016-07-07,2016-07-08,2016-07-08,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
306,424,4,Completed,2016-07-09,2016-07-10,2016-07-12,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
307,695,4,Completed,2016-07-09,2016-07-11,2016-07-11,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
308,156,4,Completed,2016-07-11,2016-07-12,2016-07-14,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
309,211,4,Completed,2016-07-11,2016-07-13,2016-07-13,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
310,627,4,Completed,2016-07-12,2016-07-13,2016-07-13,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
311,1400,4,Completed,2016-07-12,2016-07-14,2016-07-13,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
312,299,4,Completed,2016-07-13,2016-07-15,2016-07-16,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
313,565,4,Completed,2016-07-14,2016-07-15,2016-07-15,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
314,1019,4,Completed,2016-07-15,2016-07-17,2016-07-17,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
315,1263,4,Completed,2016-07-16,2016-07-19,2016-07-17,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
316,670,4,Completed,2016-07-17,2016-07-20,2016-07-19,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
317,795,4,Completed,2016-07-17,2016-07-20,2016-07-19,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
318,1141,4,Completed,2016-07-17,2016-07-19,2016-07-20,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
319,941,4,Completed,2016-07-18,2016-07-21,2016-07-21,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
320,1428,4,Completed,2016-07-19,2016-07-20,2016-07-21,1,1,1,2,1,1714563448,2024-05-01 11:37:28,SQL-Server,CA
321,568,4,Completed,2016-07-19,2016-07-22,2016-07-21,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
322,924,4,Completed,2016-07-19,2016-07-22,2016-07-20,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
323,1243,4,Completed,2016-07-19,2016-07-22,2016-07-21,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
324,480,4,Completed,2016-07-20,2016-07-22,2016-07-23,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
325,848,4,Completed,2016-07-20,2016-07-21,2016-07-21,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
326,1337,4,Completed,2016-07-20,2016-07-21,2016-07-22,1,1,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
327,83,4,Completed,2016-07-21,2016-07-24,2016-07-22,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
328,528,4,Completed,2016-07-23,2016-07-26,2016-07-25,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
329,274,4,Completed,2016-07-24,2016-07-27,2016-07-26,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
330,622,4,Completed,2016-07-24,2016-07-27,2016-07-27,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
331,642,4,Completed,2016-07-24,2016-07-26,2016-07-25,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
332,659,4,Completed,2016-07-24,2016-07-26,2016-07-26,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
333,779,4,Completed,2016-07-25,2016-07-27,2016-07-26,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
334,1112,4,Completed,2016-07-25,2016-07-28,2016-07-27,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
335,1193,4,Completed,2016-07-25,2016-07-27,2016-07-26,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
336,1030,4,Completed,2016-07-26,2016-07-29,2016-07-27,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
337,1252,4,Completed,2016-07-26,2016-07-27,2016-07-28,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
338,1333,4,Completed,2016-07-28,2016-07-29,2016-07-30,1,1,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
339,1110,4,Completed,2016-07-28,2016-07-31,2016-07-29,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
340,963,4,Completed,2016-07-29,2016-07-30,2016-07-31,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
341,1357,4,Completed,2016-07-31,2016-08-03,2016-08-01,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
342,806,4,Completed,2016-07-31,2016-08-01,2016-08-03,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
343,961,4,Completed,2016-07-31,2016-08-02,2016-08-01,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
344,750,4,Completed,2016-08-01,2016-08-03,2016-08-02,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
345,1299,4,Completed,2016-08-01,2016-08-04,2016-08-03,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
346,584,4,Completed,2016-08-01,2016-08-03,2016-08-02,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
347,1004,4,Completed,2016-08-02,2016-08-03,2016-08-05,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
348,907,4,Completed,2016-08-02,2016-08-05,2016-08-04,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
351,1307,4,Completed,2016-08-03,2016-08-06,2016-08-04,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
352,16,4,Completed,2016-08-03,2016-08-04,2016-08-06,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
353,1387,4,Completed,2016-08-03,2016-08-06,2016-08-06,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
354,551,4,Completed,2016-08-03,2016-08-05,2016-08-06,1,1,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
355,1011,4,Completed,2016-08-03,2016-08-05,2016-08-05,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
356,1189,4,Completed,2016-08-04,2016-08-07,2016-08-06,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
358,1042,4,Completed,2016-08-05,2016-08-07,2016-08-07,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
359,441,4,Completed,2016-08-07,2016-08-10,2016-08-10,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
360,1300,4,Completed,2016-08-07,2016-08-09,2016-08-10,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
361,994,4,Completed,2016-08-08,2016-08-09,2016-08-11,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
362,187,4,Completed,2016-08-09,2016-08-11,2016-08-11,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
363,834,4,Completed,2016-08-11,2016-08-12,2016-08-13,1,1,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
364,373,4,Completed,2016-08-12,2016-08-14,2016-08-13,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
365,981,4,Completed,2016-08-13,2016-08-14,2016-08-15,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
366,1054,4,Completed,2016-08-13,2016-08-14,2016-08-14,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
367,527,4,Completed,2016-08-14,2016-08-15,2016-08-15,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
368,995,4,Completed,2016-08-14,2016-08-15,2016-08-17,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
369,1285,4,Completed,2016-08-15,2016-08-18,2016-08-18,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
370,758,4,Completed,2016-08-15,2016-08-18,2016-08-18,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
371,891,4,Completed,2016-08-15,2016-08-16,2016-08-18,1,2,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
372,132,4,Completed,2016-08-16,2016-08-18,2016-08-18,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
373,337,4,Completed,2016-08-16,2016-08-19,2016-08-17,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
374,1313,4,Completed,2016-08-17,2016-08-19,2016-08-18,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
375,536,4,Completed,2016-08-17,2016-08-20,2016-08-20,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
376,825,4,Completed,2016-08-17,2016-08-19,2016-08-18,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
377,1355,4,Completed,2016-08-17,2016-08-19,2016-08-20,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
378,475,4,Completed,2016-08-17,2016-08-20,2016-08-20,0,0,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
379,954,4,Completed,2016-08-18,2016-08-21,2016-08-21,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
380,1156,4,Completed,2016-08-19,2016-08-20,2016-08-21,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
381,1297,4,Completed,2016-08-19,2016-08-21,2016-08-21,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
382,199,4,Completed,2016-08-20,2016-08-23,2016-08-23,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
383,331,4,Completed,2016-08-20,2016-08-23,2016-08-22,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
384,410,4,Completed,2016-08-20,2016-08-22,2016-08-23,1,1,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
385,1274,4,Completed,2016-08-20,2016-08-23,2016-08-22,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
386,1362,4,Completed,2016-08-20,2016-08-23,2016-08-23,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
387,451,4,Completed,2016-08-20,2016-08-21,2016-08-21,0,0,3,8,1,1714563448,2024-05-01 11:37:28,SQL-Server,TX
388,1080,4,Completed,2016-08-21,2016-08-24,2016-08-23,0,0,3,8,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
389,53,4,Completed,2016-08-22,2016-08-24,2016-08-25,1,1,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
390,576,4,Completed,2016-08-22,2016-08-24,2016-08-25,1,1,3,9,0,1714563448,2024-05-01 11:37:28,SQL-Server,TX
392,176,4,Completed,2016-08-23,2016-08-26,2016-08-24,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
393,368,4,Completed,2016-08-25,2016-08-26,2016-08-27,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
394,522,4,Completed,2016-08-26,2016-08-28,2016-08-29,1,1,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
395,144,4,Completed,2016-08-26,2016-08-27,2016-08-29,1,2,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
396,542,4,Completed,2016-08-27,2016-08-30,2016-08-29,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
397,1437,4,Completed,2016-08-28,2016-08-31,2016-08-29,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
398,447,4,Completed,2016-08-29,2016-08-30,2016-09-01,1,2,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
399,1001,4,Completed,2016-08-29,2016-09-01,2016-09-01,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
400,1295,4,Completed,2016-08-29,2016-08-30,2016-08-31,1,1,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
401,103,4,Completed,2016-08-30,2016-09-02,2016-09-01,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
402,1335,4,Completed,2016-08-30,2016-09-01,2016-08-31,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
403,578,4,Completed,2016-08-31,2016-09-01,2016-09-02,1,1,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
404,396,4,Completed,2016-08-31,2016-09-03,2016-09-01,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
405,603,4,Completed,2016-08-31,2016-09-01,2016-09-01,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
406,1380,4,Completed,2016-08-31,2016-09-02,2016-09-01,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
408,1071,4,Completed,2016-09-01,2016-09-02,2016-09-02,0,0,1,2,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
409,416,4,Completed,2016-09-01,2016-09-04,2016-09-04,0,0,2,7,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
410,1151,4,Completed,2016-09-01,2016-09-03,2016-09-02,0,0,2,6,0,1714563448,2024-05-01 11:37:28,SQL-Server,NY
411,261,4,Completed,2016-09-02,2016-09-04,2016-09-04,0,0,1,3,0,1714563448,2024-05-01 11:37:28,SQL-Server,CA
