order_id,product_id,quantity,list_price,list_price_egp,discount,item_id,extraction_timestamp,extraction_date,data_source
343,25,1,499.99,26268.61,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
344,14,1,269.99,14184.81,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
344,18,2,449.0,23589.69,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
344,22,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
345,18,2,449.0,23589.69,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
345,24,2,549.99,28895.53,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
346,13,1,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
346,15,1,529.99,27844.76,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
346,18,2,449.0,23589.69,0.05,5,1714563465,2024-05-01 11:37:45,SQL-Server
346,21,1,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
346,23,1,299.99,15760.96,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
347,23,1,299.99,15760.96,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
348,5,2,1320.99,69402.54,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
348,15,2,529.99,27844.76,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
351,4,2,2899.99,152360.48,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
351,20,1,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
351,22,2,269.99,14184.81,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
351,24,2,549.99,28895.53,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
352,11,1,1680.99,88316.32,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
352,14,1,269.99,14184.81,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
353,2,2,749.99,39403.18,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
354,19,1,449.0,23589.69,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
354,21,1,269.99,14184.81,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
355,14,2,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
355,16,1,599.99,31522.44,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
356,4,1,2899.99,152360.48,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
356,13,1,269.99,14184.81,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
356,23,2,299.99,15760.96,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
358,6,2,469.99,24692.46,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
358,8,2,1799.99,94568.37,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
358,18,2,449.0,23589.69,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
358,21,2,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
359,7,2,3999.99,210152.58,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
359,9,2,2999.99,157614.31,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
359,15,2,529.99,27844.76,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
360,7,2,3999.99,210152.58,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
360,13,2,269.99,14184.81,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
360,25,1,499.99,26268.61,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
360,26,1,599.99,31522.44,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
361,6,2,469.99,24692.46,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
361,11,1,1680.99,88316.32,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
361,24,2,549.99,28895.53,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
362,2,1,749.99,39403.18,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
363,14,1,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
363,15,1,529.99,27844.76,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
363,20,1,599.99,31522.44,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
363,21,2,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
364,25,2,499.99,26268.61,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
365,24,2,549.99,28895.53,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
366,4,1,2899.99,152360.48,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
366,16,2,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
366,21,1,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
367,10,2,1549.0,81381.79,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
367,14,1,269.99,14184.81,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
367,26,2,599.99,31522.44,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
368,5,1,1320.99,69402.54,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
368,10,2,1549.0,81381.79,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
368,19,1,449.0,23589.69,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
368,21,2,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
369,10,2,1549.0,81381.79,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
370,4,2,2899.99,152360.48,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
370,25,2,499.99,26268.61,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
371,12,1,549.99,28895.53,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
371,14,1,269.99,14184.81,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
372,5,1,1320.99,69402.54,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
372,11,1,1680.99,88316.32,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
372,14,2,269.99,14184.81,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
373,8,2,1799.99,94568.37,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
373,12,1,549.99,28895.53,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
373,13,1,269.99,14184.81,0.1,5,1714563465,2024-05-01 11:37:45,SQL-Server
373,19,2,449.0,23589.69,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
373,22,1,269.99,14184.81,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
374,7,1,3999.99,210152.58,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
374,10,1,1549.0,81381.79,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
375,2,2,749.99,39403.18,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
375,4,2,2899.99,152360.48,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
375,12,2,549.99,28895.53,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
375,21,2,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
376,2,2,749.99,39403.18,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
376,23,2,299.99,15760.96,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
377,8,1,1799.99,94568.37,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
377,14,1,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
378,26,2,599.99,31522.44,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
379,9,1,2999.99,157614.31,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
379,16,1,599.99,31522.44,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
380,11,2,1680.99,88316.32,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
380,16,1,599.99,31522.44,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
381,21,2,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
382,8,1,1799.99,94568.37,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
382,9,1,2999.99,157614.31,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
382,13,1,269.99,14184.81,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
383,13,1,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
383,14,1,269.99,14184.81,0.1,5,1714563465,2024-05-01 11:37:45,SQL-Server
383,19,1,449.0,23589.69,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
383,21,2,269.99,14184.81,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
383,22,2,269.99,14184.81,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
384,4,1,2899.99,152360.48,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
384,8,1,1799.99,94568.37,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
384,15,1,529.99,27844.76,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
384,20,1,599.99,31522.44,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
384,21,2,269.99,14184.81,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
385,7,2,3999.99,210152.58,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
385,21,1,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
385,26,2,599.99,31522.44,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
386,3,2,999.99,52537.75,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
386,8,1,1799.99,94568.37,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
386,16,2,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
387,18,1,449.0,23589.69,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
388,2,1,749.99,39403.18,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
388,11,1,1680.99,88316.32,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
388,13,2,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
388,19,2,449.0,23589.69,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
389,2,1,749.99,39403.18,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
389,5,1,1320.99,69402.54,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
389,9,1,2999.99,157614.31,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
389,10,2,1549.0,81381.79,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
389,15,2,529.99,27844.76,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
390,7,2,3999.99,210152.58,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
390,9,1,2999.99,157614.31,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
390,23,1,299.99,15760.96,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
392,3,2,999.99,52537.75,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
392,14,2,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
393,6,2,469.99,24692.46,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
394,14,2,269.99,14184.81,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
394,16,1,599.99,31522.44,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
394,23,1,299.99,15760.96,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
395,14,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
396,5,1,1320.99,69402.54,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
396,12,1,549.99,28895.53,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
396,25,2,499.99,26268.61,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
397,7,1,3999.99,210152.58,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
398,8,2,1799.99,94568.37,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
398,17,1,429.0,22538.92,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
398,18,2,449.0,23589.69,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
398,25,1,499.99,26268.61,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
399,11,2,1680.99,88316.32,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
399,14,1,269.99,14184.81,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
399,25,1,499.99,26268.61,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
400,3,2,999.99,52537.75,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
400,9,1,2999.99,157614.31,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
400,24,2,549.99,28895.53,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
401,10,2,1549.0,81381.79,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
401,23,1,299.99,15760.96,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
402,5,1,1320.99,69402.54,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
402,6,2,469.99,24692.46,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
402,26,1,599.99,31522.44,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
403,7,2,3999.99,210152.58,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
403,12,2,549.99,28895.53,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
403,22,2,269.99,14184.81,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
403,24,1,549.99,28895.53,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
404,9,1,2999.99,157614.31,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
404,16,2,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
404,25,2,499.99,26268.61,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
405,3,2,999.99,52537.75,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
405,10,2,1549.0,81381.79,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
405,14,2,269.99,14184.81,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
406,4,1,2899.99,152360.48,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
408,2,2,749.99,39403.18,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
408,3,1,999.99,52537.75,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
408,17,2,429.0,22538.92,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
408,18,1,449.0,23589.69,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
409,15,1,529.99,27844.76,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
409,16,2,599.99,31522.44,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
409,21,1,269.99,14184.81,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
410,9,2,2999.99,157614.31,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
410,24,2,549.99,28895.53,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
410,25,1,499.99,26268.61,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
411,2,1,749.99,39403.18,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
411,26,2,599.99,31522.44,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
412,7,1,3999.99,210152.58,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
412,17,1,429.0,22538.92,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
412,24,1,549.99,28895.53,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
413,8,2,1799.99,94568.37,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
413,9,1,2999.99,157614.31,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
413,25,1,499.99,26268.61,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
414,4,2,2899.99,152360.48,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
415,3,1,999.99,52537.75,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
415,5,1,1320.99,69402.54,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
415,6,2,469.99,24692.46,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
415,23,2,299.99,15760.96,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
416,14,1,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
416,22,1,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
416,24,1,549.99,28895.53,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
417,6,2,469.99,24692.46,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
417,26,2,599.99,31522.44,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
418,12,1,549.99,28895.53,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
418,20,1,599.99,31522.44,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
419,9,1,2999.99,157614.31,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
420,3,2,999.99,52537.75,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
420,15,2,529.99,27844.76,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
420,17,2,429.0,22538.92,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
421,3,2,999.99,52537.75,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
421,4,1,2899.99,152360.48,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
421,6,2,469.99,24692.46,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
421,20,2,599.99,31522.44,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
421,23,2,299.99,15760.96,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
422,20,2,599.99,31522.44,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
423,2,1,749.99,39403.18,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
423,8,2,1799.99,94568.37,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
423,17,1,429.0,22538.92,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
423,23,2,299.99,15760.96,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
424,6,1,469.99,24692.46,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
424,22,1,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
425,6,1,469.99,24692.46,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
425,19,1,449.0,23589.69,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
425,21,2,269.99,14184.81,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
426,10,1,1549.0,81381.79,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
426,23,2,299.99,15760.96,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
427,12,2,549.99,28895.53,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
427,15,2,529.99,27844.76,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
427,26,2,599.99,31522.44,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
428,5,2,1320.99,69402.54,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
428,14,1,269.99,14184.81,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
429,2,1,749.99,39403.18,0.1,5,1714563465,2024-05-01 11:37:45,SQL-Server
429,4,2,2899.99,152360.48,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
429,5,2,1320.99,69402.54,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
429,6,1,469.99,24692.46,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
429,11,1,1680.99,88316.32,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
430,4,2,2899.99,152360.48,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
430,8,1,1799.99,94568.37,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
430,11,1,1680.99,88316.32,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
430,13,2,269.99,14184.81,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
430,22,2,269.99,14184.81,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
431,6,1,469.99,24692.46,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
431,13,2,269.99,14184.81,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
431,14,2,269.99,14184.81,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
431,18,1,449.0,23589.69,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
431,19,1,449.0,23589.69,0.07,5,1714563465,2024-05-01 11:37:45,SQL-Server
432,7,2,3999.99,210152.58,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
432,10,2,1549.0,81381.79,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
433,4,1,2899.99,152360.48,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
433,6,1,469.99,24692.46,0.1,1,1714563465,2024-05-01 11:37:45,SQL-Server
433,10,1,1549.0,81381.79,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
433,24,1,549.99,28895.53,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
434,9,1,2999.99,157614.31,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
434,11,2,1680.99,88316.32,0.07,4,1714563465,2024-05-01 11:37:45,SQL-Server
434,18,2,449.0,23589.69,0.05,5,1714563465,2024-05-01 11:37:45,SQL-Server
434,20,1,599.99,31522.44,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
434,21,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
435,9,1,2999.99,157614.31,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
435,18,1,449.0,23589.69,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
435,22,1,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
436,3,1,999.99,52537.75,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
436,23,1,299.99,15760.96,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
437,3,1,999.99,52537.75,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
437,8,2,1799.99,94568.37,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
437,10,1,1549.0,81381.79,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
438,4,1,2899.99,152360.48,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
438,8,2,1799.99,94568.37,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
438,13,2,269.99,14184.81,0.05,4,1714563465,2024-05-01 11:37:45,SQL-Server
438,22,1,269.99,14184.81,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
439,6,2,469.99,24692.46,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
439,7,2,3999.99,210152.58,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
440,4,2,2899.99,152360.48,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
440,19,2,449.0,23589.69,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
441,12,1,549.99,28895.53,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
441,15,1,529.99,27844.76,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
442,6,2,469.99,24692.46,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
442,16,2,599.99,31522.44,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
442,26,2,599.99,31522.44,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
443,5,1,1320.99,69402.54,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
443,26,1,599.99,31522.44,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
444,10,2,1549.0,81381.79,0.2,5,1714563465,2024-05-01 11:37:45,SQL-Server
444,15,2,529.99,27844.76,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
444,16,1,599.99,31522.44,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
444,20,2,599.99,31522.44,0.05,3,1714563465,2024-05-01 11:37:45,SQL-Server
444,22,1,269.99,14184.81,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
445,7,1,3999.99,210152.58,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
445,16,1,599.99,31522.44,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
445,23,1,299.99,15760.96,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
446,16,2,599.99,31522.44,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
446,22,1,269.99,14184.81,0.2,1,1714563465,2024-05-01 11:37:45,SQL-Server
447,3,1,999.99,52537.75,0.1,2,1714563465,2024-05-01 11:37:45,SQL-Server
447,4,2,2899.99,152360.48,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
447,8,1,1799.99,94568.37,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
448,6,2,469.99,24692.46,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
448,13,2,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
449,2,1,749.99,39403.18,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
449,7,2,3999.99,210152.58,0.07,3,1714563465,2024-05-01 11:37:45,SQL-Server
449,17,2,429.0,22538.92,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
449,26,2,599.99,31522.44,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
450,5,1,1320.99,69402.54,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
450,12,1,549.99,28895.53,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
450,24,1,549.99,28895.53,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
451,14,2,269.99,14184.81,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
452,7,2,3999.99,210152.58,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
452,8,1,1799.99,94568.37,0.1,4,1714563465,2024-05-01 11:37:45,SQL-Server
452,11,1,1680.99,88316.32,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
452,16,1,599.99,31522.44,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
453,4,1,2899.99,152360.48,0.2,3,1714563465,2024-05-01 11:37:45,SQL-Server
453,20,2,599.99,31522.44,0.2,2,1714563465,2024-05-01 11:37:45,SQL-Server
453,23,1,299.99,15760.96,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
454,13,2,269.99,14184.81,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
454,24,2,549.99,28895.53,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
454,25,2,499.99,26268.61,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
455,9,1,2999.99,157614.31,0.05,1,1714563465,2024-05-01 11:37:45,SQL-Server
456,17,2,429.0,22538.92,0.07,1,1714563465,2024-05-01 11:37:45,SQL-Server
456,23,1,299.99,15760.96,0.07,2,1714563465,2024-05-01 11:37:45,SQL-Server
457,2,1,749.99,39403.18,0.05,2,1714563465,2024-05-01 11:37:45,SQL-Server
457,7,2,3999.99,210152.58,0.1,3,1714563465,2024-05-01 11:37:45,SQL-Server
457,17,1,429.0,22538.92,0.2,4,1714563465,2024-05-01 11:37:45,SQL-Server
