sales_key,order_id,item_id,customer_id,product_id,store_id,staff_id,order_status,order_date_key,required_date_key,shipped_date_key,is_late,latency_days,is_local,quantity,list_price_egp,discount,gross_amount,net_amount
453,165,1,574,4,1,3,Completed,20160408,20160410,20160410,0,0,0,2,152360.48,0.05,304720.96,297102.93600000005
454,165,2,574,23,1,3,Completed,20160408,20160410,20160410,0,0,0,1,15760.96,0.2,15760.96,12608.768
455,166,1,338,10,2,6,Completed,20160408,20160411,20160411,0,0,0,2,81381.79,0.1,162763.58,154625.40099999998
456,166,2,338,11,2,6,Completed,20160408,20160411,20160411,0,0,0,1,88316.32,0.2,88316.32,70653.05600000001
457,167,4,1034,7,2,7,Completed,20160408,20160409,20160411,1,2,0,2,210152.58,0.05,420305.16,409797.53099999996
458,167,2,1034,10,2,7,Completed,20160408,20160409,20160411,1,2,0,1,81381.79,0.2,81381.79,65105.43199999999
459,167,1,1034,12,2,7,Completed,20160408,20160409,20160411,1,2,0,1,28895.53,0.05,28895.53,27450.7535
460,167,3,1034,13,2,7,Completed,20160408,20160409,20160411,1,2,0,2,14184.81,0.05,28369.62,27660.3795
461,168,1,1147,6,1,3,Completed,20160409,20160412,20160411,0,0,0,1,24692.46,0.1,24692.46,22223.214
462,168,2,1147,11,1,3,Completed,20160409,20160412,20160411,0,0,0,2,88316.32,0.07,176632.64,170450.4976
463,168,3,1147,12,1,3,Completed,20160409,20160412,20160411,0,0,0,2,28895.53,0.07,57791.06,55768.372899999995
464,168,4,1147,22,1,3,Completed,20160409,20160412,20160411,0,0,0,2,14184.81,0.2,28369.62,25532.658
465,169,2,99,5,2,7,Completed,20160410,20160411,20160411,0,0,0,1,69402.54,0.05,69402.54,65932.413
466,169,3,99,10,2,7,Completed,20160410,20160411,20160411,0,0,0,1,81381.79,0.2,81381.79,65105.43199999999
467,169,4,99,11,2,7,Completed,20160410,20160411,20160411,0,0,0,1,88316.32,0.2,88316.32,70653.05600000001
468,169,5,99,14,2,7,Completed,20160410,20160411,20160411,0,0,0,2,14184.81,0.05,28369.62,27660.3795
469,169,1,99,20,2,7,Completed,20160410,20160411,20160411,0,0,0,2,31522.44,0.1,63044.88,59892.636
470,170,3,1200,7,2,7,Completed,20160410,20160411,20160413,1,2,0,1,210152.58,0.2,210152.58,168122.06399999998
471,170,1,1200,12,2,7,Completed,20160410,20160411,20160413,1,2,0,2,28895.53,0.1,57791.06,54901.507
472,170,4,1200,18,2,7,Completed,20160410,20160411,20160413,1,2,0,2,23589.69,0.05,47179.38,45999.8955
473,170,2,1200,24,2,7,Completed,20160410,20160411,20160413,1,2,0,1,28895.53,0.05,28895.53,27450.7535
474,171,1,237,8,1,3,Completed,20160411,20160414,20160414,0,0,0,1,94568.37,0.05,94568.37,89839.9515
475,172,2,1079,16,2,7,Completed,20160411,20160412,20160414,1,2,0,1,31522.44,0.2,31522.44,25217.951999999997
476,172,1,1079,23,2,7,Completed,20160411,20160412,20160414,1,2,0,1,15760.96,0.07,15760.96,14657.692799999999
477,173,1,117,14,3,8,Completed,20160411,20160414,20160413,0,0,0,1,14184.81,0.05,14184.81,13475.5695
478,173,2,117,16,3,8,Completed,20160411,20160414,20160413,0,0,0,1,31522.44,0.2,31522.44,25217.951999999997
479,173,3,117,20,3,8,Completed,20160411,20160414,20160413,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
480,174,2,1361,19,2,7,Completed,20160412,20160413,20160415,1,2,0,2,23589.69,0.1,47179.38,44820.411
481,174,1,1361,22,2,7,Completed,20160412,20160413,20160415,1,2,0,2,14184.81,0.2,28369.62,25532.658
482,175,2,951,2,2,6,Completed,20160413,20160414,20160414,0,0,0,2,39403.18,0.2,78806.36,70925.724
483,175,1,951,5,2,6,Completed,20160413,20160414,20160414,0,0,0,1,69402.54,0.1,69402.54,62462.28599999999
484,175,4,951,19,2,6,Completed,20160413,20160414,20160414,0,0,0,1,23589.69,0.07,23589.69,21938.411699999997
485,175,3,951,21,2,6,Completed,20160413,20160414,20160414,0,0,0,2,14184.81,0.1,28369.62,26951.139
486,176,1,643,2,2,7,Completed,20160415,20160416,20160417,1,1,0,2,39403.18,0.07,78806.36,76048.1374
487,176,2,643,11,2,7,Completed,20160415,20160416,20160417,1,1,0,2,88316.32,0.2,176632.64,158969.37600000002
488,176,3,643,16,2,7,Completed,20160415,20160416,20160417,1,1,0,2,31522.44,0.05,63044.88,61468.757999999994
489,177,1,121,20,1,2,Completed,20160416,20160419,20160419,0,0,0,2,31522.44,0.1,63044.88,59892.636
490,178,3,756,3,2,6,Completed,20160416,20160417,20160418,1,1,0,1,52537.75,0.1,52537.75,47283.975
491,178,1,756,10,2,6,Completed,20160416,20160417,20160418,1,1,0,2,81381.79,0.2,162763.58,146487.22199999998
492,178,2,756,12,2,6,Completed,20160416,20160417,20160418,1,1,0,1,28895.53,0.05,28895.53,27450.7535
493,178,4,756,18,2,6,Completed,20160416,20160417,20160418,1,1,0,1,23589.69,0.07,23589.69,21938.411699999997
494,179,4,616,12,2,6,Completed,20160417,20160419,20160419,0,0,0,2,28895.53,0.2,57791.06,52011.954
495,179,1,616,13,2,6,Completed,20160417,20160419,20160419,0,0,0,2,14184.81,0.05,28369.62,27660.3795
496,179,3,616,18,2,6,Completed,20160417,20160419,20160419,0,0,0,1,23589.69,0.2,23589.69,18871.752
497,179,5,616,20,2,6,Completed,20160417,20160419,20160419,0,0,0,2,31522.44,0.1,63044.88,59892.636
498,179,2,616,26,2,6,Completed,20160417,20160419,20160419,0,0,0,1,31522.44,0.1,31522.44,28370.196
499,180,1,918,16,2,7,Completed,20160417,20160420,20160419,0,0,0,1,31522.44,0.07,31522.44,29315.869199999997
500,181,1,459,10,1,3,Completed,20160418,20160420,20160420,0,0,0,1,81381.79,0.05,81381.79,77312.70049999999
501,181,2,459,11,1,3,Completed,20160418,20160420,20160420,0,0,0,1,88316.32,0.1,88316.32,79484.68800000001
502,181,3,459,15,1,3,Completed,20160418,20160420,20160420,0,0,0,2,27844.76,0.2,55689.52,50120.568
503,181,4,459,24,1,3,Completed,20160418,20160420,20160420,0,0,0,2,28895.53,0.05,57791.06,56346.2835
504,182,2,854,24,2,6,Completed,20160418,20160419,20160420,1,1,0,2,28895.53,0.07,57791.06,55768.372899999995
505,182,1,854,25,2,6,Completed,20160418,20160419,20160420,1,1,0,2,26268.61,0.05,52537.22,51223.7895
506,183,1,22,11,2,7,Completed,20160419,20160420,20160420,0,0,0,2,88316.32,0.2,176632.64,158969.37600000002
507,183,2,22,12,2,7,Completed,20160419,20160420,20160420,0,0,0,2,28895.53,0.05,57791.06,56346.2835
508,183,4,22,17,2,7,Completed,20160419,20160420,20160420,0,0,0,1,22538.92,0.07,22538.92,20961.1956
509,183,3,22,19,2,7,Completed,20160419,20160420,20160420,0,0,0,1,23589.69,0.07,23589.69,21938.411699999997
510,184,1,134,4,2,7,Completed,20160419,20160421,20160422,1,1,0,1,152360.48,0.2,152360.48,121888.384
511,184,2,134,5,2,7,Completed,20160419,20160421,20160422,1,1,0,1,69402.54,0.1,69402.54,62462.28599999999
512,184,3,134,14,2,7,Completed,20160419,20160421,20160422,1,1,0,1,14184.81,0.1,14184.81,12766.329
513,186,1,1127,4,2,6,Completed,20160421,20160422,20160424,1,2,0,1,152360.48,0.1,152360.48,137124.432
514,186,2,1127,6,2,6,Completed,20160421,20160422,20160424,1,2,0,1,24692.46,0.1,24692.46,22223.214
515,187,1,183,5,2,6,Completed,20160422,20160423,20160424,1,1,0,1,69402.54,0.05,69402.54,65932.413
516,188,1,390,7,2,6,Completed,20160422,20160423,20160425,1,2,0,2,210152.58,0.07,420305.16,405594.47939999995
517,189,1,1288,16,1,2,Completed,20160423,20160424,20160426,1,2,0,2,31522.44,0.2,63044.88,56740.392
518,190,3,98,3,2,6,Completed,20160423,20160425,20160425,0,0,0,2,52537.75,0.2,105075.5,94567.95
519,190,2,98,15,2,6,Completed,20160423,20160425,20160425,0,0,0,1,27844.76,0.2,27844.76,22275.807999999997
520,190,1,98,24,2,6,Completed,20160423,20160425,20160425,0,0,0,1,28895.53,0.05,28895.53,27450.7535
521,191,3,919,3,1,2,Completed,20160427,20160428,20160428,0,0,0,1,52537.75,0.07,52537.75,48860.1075
522,191,4,919,8,1,2,Completed,20160427,20160428,20160428,0,0,0,2,94568.37,0.05,189136.74,184408.3215
523,191,2,919,12,1,2,Completed,20160427,20160428,20160428,0,0,0,2,28895.53,0.2,57791.06,52011.954
524,191,5,919,23,1,2,Completed,20160427,20160428,20160428,0,0,0,1,15760.96,0.05,15760.96,14972.911999999998
525,191,1,919,25,1,2,Completed,20160427,20160428,20160428,0,0,0,1,26268.61,0.05,26268.61,24955.179500000002
526,192,3,728,2,2,7,Completed,20160427,20160428,20160429,1,1,0,1,39403.18,0.05,39403.18,37433.021
527,192,1,728,8,2,7,Completed,20160427,20160428,20160429,1,1,0,2,94568.37,0.1,189136.74,179679.903
528,192,5,728,10,2,7,Completed,20160427,20160428,20160429,1,1,0,2,81381.79,0.2,162763.58,146487.22199999998
529,192,4,728,24,2,7,Completed,20160427,20160428,20160429,1,1,0,2,28895.53,0.07,57791.06,55768.372899999995
530,192,2,728,25,2,7,Completed,20160427,20160428,20160429,1,1,0,1,26268.61,0.07,26268.61,24429.8073
531,193,1,1366,12,1,3,Completed,20160428,20160430,20160430,0,0,0,2,28895.53,0.1,57791.06,54901.507
532,194,1,558,21,2,7,Completed,20160428,20160430,20160501,1,1,0,2,14184.81,0.2,28369.62,25532.658
533,195,4,727,4,2,7,Completed,20160428,20160501,20160501,0,0,0,2,152360.48,0.2,304720.96,274248.864
534,195,3,727,5,2,7,Completed,20160428,20160501,20160501,0,0,0,2,69402.54,0.2,138805.08,124924.57199999999
535,195,2,727,14,2,7,Completed,20160428,20160501,20160501,0,0,0,1,14184.81,0.05,14184.81,13475.5695
536,195,1,727,18,2,7,Completed,20160428,20160501,20160501,0,0,0,1,23589.69,0.2,23589.69,18871.752
537,195,5,727,21,2,7,Completed,20160428,20160501,20160501,0,0,0,2,14184.81,0.1,28369.62,26951.139
538,196,2,1247,3,2,6,Completed,20160428,20160430,20160501,1,1,0,2,52537.75,0.07,105075.5,101397.8575
539,196,1,1247,6,2,6,Completed,20160428,20160430,20160501,1,1,0,1,24692.46,0.05,24692.46,23457.837
540,196,3,1247,10,2,6,Completed,20160428,20160430,20160501,1,1,0,2,81381.79,0.07,162763.58,157066.8547
541,196,4,1247,12,2,6,Completed,20160428,20160430,20160501,1,1,0,1,28895.53,0.07,28895.53,26872.8429
542,196,5,1247,20,2,6,Completed,20160428,20160430,20160501,1,1,0,1,31522.44,0.1,31522.44,28370.196
543,197,2,127,2,2,7,Completed,20160430,20160503,20160503,0,0,0,2,39403.18,0.07,78806.36,76048.1374
544,197,1,127,4,2,7,Completed,20160430,20160503,20160503,0,0,0,2,152360.48,0.2,304720.96,274248.864
545,198,1,640,6,2,6,Completed,20160501,20160504,20160503,0,0,0,2,24692.46,0.05,49384.92,48150.297
546,198,3,640,8,2,6,Completed,20160501,20160504,20160503,0,0,0,2,94568.37,0.2,189136.74,170223.066
547,198,4,640,13,2,6,Completed,20160501,20160504,20160503,0,0,0,2,14184.81,0.05,28369.62,27660.3795
548,198,5,640,17,2,6,Completed,20160501,20160504,20160503,0,0,0,1,22538.92,0.05,22538.92,21411.974
549,198,2,640,20,2,6,Completed,20160501,20160504,20160503,0,0,0,2,31522.44,0.07,63044.88,60838.309199999996
550,199,3,760,4,2,7,Completed,20160501,20160504,20160504,0,0,0,1,152360.48,0.2,152360.48,121888.384
551,199,2,760,18,2,7,Completed,20160501,20160504,20160504,0,0,0,2,23589.69,0.07,47179.38,45528.1017
552,199,1,760,25,2,7,Completed,20160501,20160504,20160504,0,0,0,2,26268.61,0.05,52537.22,51223.7895
553,200,2,1074,22,2,6,Completed,20160501,20160503,20160503,0,0,0,2,14184.81,0.07,28369.62,27376.6833
554,200,1,1074,23,2,6,Completed,20160501,20160503,20160503,0,0,0,2,15760.96,0.05,31521.92,30733.872
555,201,2,280,7,3,9,Completed,20160501,20160504,20160502,0,0,0,1,210152.58,0.2,210152.58,168122.06399999998
556,201,3,280,14,3,9,Completed,20160501,20160504,20160502,0,0,0,2,14184.81,0.1,28369.62,26951.139
557,201,4,280,17,3,9,Completed,20160501,20160504,20160502,0,0,0,1,22538.92,0.05,22538.92,21411.974
558,201,1,280,24,3,9,Completed,20160501,20160504,20160502,0,0,0,1,28895.53,0.05,28895.53,27450.7535
559,202,1,600,8,1,2,Completed,20160503,20160505,20160504,0,0,0,1,94568.37,0.07,94568.37,87948.5841
560,202,3,600,15,1,2,Completed,20160503,20160505,20160504,0,0,0,2,27844.76,0.05,55689.52,54297.282
561,202,2,600,17,1,2,Completed,20160503,20160505,20160504,0,0,0,1,22538.92,0.05,22538.92,21411.974
562,202,4,600,25,1,2,Completed,20160503,20160505,20160504,0,0,0,2,26268.61,0.05,52537.22,51223.7895
563,203,2,1102,3,3,9,Completed,20160503,20160505,20160506,1,1,0,2,52537.75,0.1,105075.5,99821.725
564,203,3,1102,17,3,9,Completed,20160503,20160505,20160506,1,1,0,2,22538.92,0.2,45077.84,40570.056
565,203,4,1102,19,3,9,Completed,20160503,20160505,20160506,1,1,0,2,23589.69,0.07,47179.38,45528.1017
566,203,1,1102,26,3,9,Completed,20160503,20160505,20160506,1,1,0,1,31522.44,0.05,31522.44,29946.318
567,204,1,591,6,2,7,Completed,20160504,20160507,20160506,0,0,0,2,24692.46,0.07,49384.92,47656.447799999994
568,204,2,591,17,2,7,Completed,20160504,20160507,20160506,0,0,0,2,22538.92,0.1,45077.84,42823.948
569,205,1,635,22,2,6,Completed,20160504,20160505,20160506,1,1,0,2,14184.81,0.05,28369.62,27660.3795
570,205,2,635,24,2,6,Completed,20160504,20160505,20160506,1,1,0,2,28895.53,0.1,57791.06,54901.507
571,206,2,743,20,3,9,Completed,20160504,20160506,20160505,0,0,0,1,31522.44,0.2,31522.44,25217.951999999997
572,206,1,743,25,3,9,Completed,20160504,20160506,20160505,0,0,0,1,26268.61,0.05,26268.61,24955.179500000002
573,207,2,105,5,2,7,Completed,20160505,20160507,20160507,0,0,0,1,69402.54,0.05,69402.54,65932.413
574,207,4,105,7,2,7,Completed,20160505,20160507,20160507,0,0,0,2,210152.58,0.1,420305.16,399289.902
575,207,3,105,11,2,7,Completed,20160505,20160507,20160507,0,0,0,2,88316.32,0.07,176632.64,170450.4976
576,207,1,105,12,2,7,Completed,20160505,20160507,20160507,0,0,0,2,28895.53,0.2,57791.06,52011.954
577,208,3,815,3,2,7,Completed,20160506,20160507,20160509,1,2,0,1,52537.75,0.05,52537.75,49910.8625
578,208,2,815,4,2,7,Completed,20160506,20160507,20160509,1,2,0,2,152360.48,0.07,304720.96,294055.72640000004
579,208,1,815,6,2,7,Completed,20160506,20160507,20160509,1,2,0,2,24692.46,0.05,49384.92,48150.297
580,208,5,815,10,2,7,Completed,20160506,20160507,20160509,1,2,0,2,81381.79,0.05,162763.58,158694.49049999999
581,208,4,815,12,2,7,Completed,20160506,20160507,20160509,1,2,0,1,28895.53,0.2,28895.53,23116.424
582,209,1,514,13,2,6,Completed,20160507,20160508,20160508,0,0,0,1,14184.81,0.1,14184.81,12766.329
583,210,2,943,13,2,6,Completed,20160507,20160508,20160509,1,1,0,2,14184.81,0.2,28369.62,25532.658
584,210,1,943,14,2,6,Completed,20160507,20160508,20160509,1,1,0,1,14184.81,0.07,14184.81,13191.8733
585,211,2,1140,2,2,6,Completed,20160507,20160509,20160508,0,0,0,2,39403.18,0.07,78806.36,76048.1374
586,211,1,1140,10,2,6,Completed,20160507,20160509,20160508,0,0,0,1,81381.79,0.07,81381.79,75685.06469999999
587,212,4,1373,7,2,6,Completed,20160508,20160509,20160511,1,2,0,1,210152.58,0.2,210152.58,168122.06399999998
588,212,2,1373,12,2,6,Completed,20160508,20160509,20160511,1,2,0,2,28895.53,0.2,57791.06,52011.954
589,212,1,1373,16,2,6,Completed,20160508,20160509,20160511,1,2,0,2,31522.44,0.07,63044.88,60838.309199999996
590,212,3,1373,19,2,6,Completed,20160508,20160509,20160511,1,2,0,1,23589.69,0.1,23589.69,21230.720999999998
591,213,1,788,13,3,8,Completed,20160508,20160509,20160509,0,0,0,1,14184.81,0.1,14184.81,12766.329
592,214,1,363,21,2,6,Completed,20160510,20160512,20160511,0,0,0,1,14184.81,0.1,14184.81,12766.329
593,215,2,1420,12,2,7,Completed,20160510,20160513,20160512,0,0,0,2,28895.53,0.1,57791.06,54901.507
594,215,1,1420,19,2,7,Completed,20160510,20160513,20160512,0,0,0,1,23589.69,0.07,23589.69,21938.411699999997
595,216,2,267,16,1,3,Completed,20160511,20160514,20160513,0,0,0,2,31522.44,0.05,63044.88,61468.757999999994
596,216,1,267,22,1,3,Completed,20160511,20160514,20160513,0,0,0,2,14184.81,0.1,28369.62,26951.139
597,217,2,716,10,2,7,Completed,20160511,20160512,20160514,1,2,0,2,81381.79,0.1,162763.58,154625.40099999998
598,217,3,716,17,2,7,Completed,20160511,20160512,20160514,1,2,0,1,22538.92,0.07,22538.92,20961.1956
599,217,1,716,18,2,7,Completed,20160511,20160512,20160514,1,2,0,1,23589.69,0.1,23589.69,21230.720999999998
600,218,1,1179,2,2,7,Completed,20160512,20160514,20160514,0,0,0,2,39403.18,0.1,78806.36,74866.042
601,218,3,1179,12,2,7,Completed,20160512,20160514,20160514,0,0,0,1,28895.53,0.05,28895.53,27450.7535
602,218,2,1179,13,2,7,Completed,20160512,20160514,20160514,0,0,0,1,14184.81,0.07,14184.81,13191.8733
603,219,2,1338,5,2,6,Completed,20160512,20160515,20160515,0,0,0,1,69402.54,0.2,69402.54,55522.03199999999
604,219,1,1338,26,2,6,Completed,20160512,20160515,20160515,0,0,0,1,31522.44,0.05,31522.44,29946.318
605,220,4,1358,3,2,6,Completed,20160512,20160514,20160515,1,1,0,2,52537.75,0.2,105075.5,94567.95
606,220,1,1358,6,2,6,Completed,20160512,20160514,20160515,1,1,0,2,24692.46,0.05,49384.92,48150.297
607,220,3,1358,22,2,6,Completed,20160512,20160514,20160515,1,1,0,2,14184.81,0.1,28369.62,26951.139
608,220,2,1358,25,2,6,Completed,20160512,20160514,20160515,1,1,0,1,26268.61,0.07,26268.61,24429.8073
609,221,1,1218,11,1,2,Completed,20160513,20160516,20160514,0,0,0,2,88316.32,0.07,176632.64,170450.4976
610,222,2,51,2,2,6,Completed,20160513,20160516,20160514,0,0,0,2,39403.18,0.1,78806.36,74866.042
611,222,1,51,10,2,6,Completed,20160513,20160516,20160514,0,0,0,1,81381.79,0.1,81381.79,73243.61099999999
612,223,2,1368,5,2,7,Completed,20160515,20160516,20160517,1,1,0,1,69402.54,0.2,69402.54,55522.03199999999
613,223,1,1368,7,2,7,Completed,20160515,20160516,20160517,1,1,0,2,210152.58,0.05,420305.16,409797.53099999996
614,223,5,1368,15,2,7,Completed,20160515,20160516,20160517,1,1,0,1,27844.76,0.05,27844.76,26452.521999999997
615,223,4,1368,20,2,7,Completed,20160515,20160516,20160517,1,1,0,1,31522.44,0.05,31522.44,29946.318
616,223,3,1368,21,2,7,Completed,20160515,20160516,20160517,1,1,0,2,14184.81,0.1,28369.62,26951.139
617,224,1,157,6,1,3,Completed,20160517,20160518,20160519,1,1,0,1,24692.46,0.07,24692.46,22963.9878
618,224,3,157,10,1,3,Completed,20160517,20160518,20160519,1,1,0,2,81381.79,0.2,162763.58,146487.22199999998
619,224,2,157,11,1,3,Completed,20160517,20160518,20160519,1,1,0,2,88316.32,0.1,176632.64,167801.008
620,224,4,157,25,1,3,Completed,20160517,20160518,20160519,1,1,0,1,26268.61,0.05,26268.61,24955.179500000002
621,225,2,307,9,1,3,Completed,20160517,20160520,20160519,0,0,0,1,157614.31,0.1,157614.31,141852.879
622,225,1,307,21,1,3,Completed,20160517,20160520,20160519,0,0,0,1,14184.81,0.1,14184.81,12766.329
623,226,1,501,2,1,2,Completed,20160517,20160519,20160520,1,1,0,1,39403.18,0.05,39403.18,37433.021
624,227,1,489,3,2,7,Completed,20160517,20160518,20160520,1,2,0,2,52537.75,0.05,105075.5,102448.6125
625,227,2,489,15,2,7,Completed,20160517,20160518,20160520,1,2,0,2,27844.76,0.1,55689.52,52905.043999999994
626,228,2,615,2,2,7,Completed,20160517,20160520,20160520,0,0,0,2,39403.18,0.07,78806.36,76048.1374
627,228,4,615,4,2,7,Completed,20160517,20160520,20160520,0,0,0,1,152360.48,0.2,152360.48,121888.384
628,228,5,615,22,2,7,Completed,20160517,20160520,20160520,0,0,0,1,14184.81,0.05,14184.81,13475.5695
629,228,3,615,23,2,7,Completed,20160517,20160520,20160520,0,0,0,2,15760.96,0.1,31521.92,29945.823999999997
630,228,1,615,25,2,7,Completed,20160517,20160520,20160520,0,0,0,1,26268.61,0.2,26268.61,21014.888
631,229,2,742,5,2,6,Completed,20160519,20160521,20160520,0,0,0,2,69402.54,0.1,138805.08,131864.826
632,229,3,742,8,2,6,Completed,20160519,20160521,20160520,0,0,0,1,94568.37,0.2,94568.37,75654.696
633,229,1,742,25,2,6,Completed,20160519,20160521,20160520,0,0,0,2,26268.61,0.2,52537.22,47283.498
634,230,1,1167,11,2,6,Completed,20160519,20160520,20160521,1,1,0,2,88316.32,0.07,176632.64,170450.4976
635,231,3,1257,5,2,6,Completed,20160519,20160522,20160521,0,0,0,2,69402.54,0.2,138805.08,124924.57199999999
636,231,1,1257,8,2,6,Completed,20160519,20160522,20160521,0,0,0,2,94568.37,0.07,189136.74,182516.9541
637,231,2,1257,14,2,6,Completed,20160519,20160522,20160521,0,0,0,2,14184.81,0.2,28369.62,25532.658
638,232,4,1360,8,1,3,Completed,20160520,20160523,20160523,0,0,0,2,94568.37,0.1,189136.74,179679.903
639,232,2,1360,11,1,3,Completed,20160520,20160523,20160523,0,0,0,2,88316.32,0.05,176632.64,172216.82400000002
640,232,1,1360,18,1,3,Completed,20160520,20160523,20160523,0,0,0,1,23589.69,0.07,23589.69,21938.411699999997
641,232,3,1360,26,1,3,Completed,20160520,20160523,20160523,0,0,0,2,31522.44,0.07,63044.88,60838.309199999996
642,233,3,737,12,2,6,Completed,20160521,20160522,20160524,1,2,0,1,28895.53,0.2,28895.53,23116.424
643,233,1,737,14,2,6,Completed,20160521,20160522,20160524,1,2,0,1,14184.81,0.1,14184.81,12766.329
644,233,4,737,15,2,6,Completed,20160521,20160522,20160524,1,2,0,2,27844.76,0.07,55689.52,53740.3868
645,233,2,737,16,2,6,Completed,20160521,20160522,20160524,1,2,0,2,31522.44,0.1,63044.88,59892.636
646,234,4,1435,7,2,6,Completed,20160522,20160524,20160524,0,0,0,1,210152.58,0.05,210152.58,199644.951
647,234,1,1435,11,2,6,Completed,20160522,20160524,20160524,0,0,0,2,88316.32,0.2,176632.64,158969.37600000002
648,234,3,1435,12,2,6,Completed,20160522,20160524,20160524,0,0,0,1,28895.53,0.1,28895.53,26005.977
649,234,2,1435,17,2,6,Completed,20160522,20160524,20160524,0,0,0,2,22538.92,0.05,45077.84,43950.894
650,234,5,1435,23,2,6,Completed,20160522,20160524,20160524,0,0,0,1,15760.96,0.1,15760.96,14184.864
651,235,1,649,6,2,6,Completed,20160524,20160525,20160525,0,0,0,1,24692.46,0.07,24692.46,22963.9878
652,235,3,649,7,2,6,Completed,20160524,20160525,20160525,0,0,0,2,210152.58,0.05,420305.16,409797.53099999996
653,235,2,649,13,2,6,Completed,20160524,20160525,20160525,0,0,0,2,14184.81,0.05,28369.62,27660.3795
654,236,2,206,2,2,6,Completed,20160525,20160527,20160526,0,0,0,2,39403.18,0.1,78806.36,74866.042
655,236,1,206,3,2,6,Completed,20160525,20160527,20160526,0,0,0,2,52537.75,0.07,105075.5,101397.8575
656,236,3,206,4,2,6,Completed,20160525,20160527,20160526,0,0,0,2,152360.48,0.1,304720.96,289484.912
657,237,1,1351,15,2,7,Completed,20160525,20160526,20160527,1,1,0,1,27844.76,0.2,27844.76,22275.807999999997
658,237,3,1351,20,2,7,Completed,20160525,20160526,20160527,1,1,0,2,31522.44,0.2,63044.88,56740.392
659,237,2,1351,24,2,7,Completed,20160525,20160526,20160527,1,1,0,1,28895.53,0.07,28895.53,26872.8429
660,237,4,1351,26,2,7,Completed,20160525,20160526,20160527,1,1,0,1,31522.44,0.05,31522.44,29946.318
661,238,5,1350,7,2,6,Completed,20160526,20160529,20160529,0,0,0,1,210152.58,0.07,210152.58,195441.8994
662,238,3,1350,13,2,6,Completed,20160526,20160529,20160529,0,0,0,2,14184.81,0.2,28369.62,25532.658
663,238,1,1350,20,2,6,Completed,20160526,20160529,20160529,0,0,0,2,31522.44,0.2,63044.88,56740.392
664,238,4,1350,22,2,6,Completed,20160526,20160529,20160529,0,0,0,2,14184.81,0.05,28369.62,27660.3795
665,238,2,1350,25,2,6,Completed,20160526,20160529,20160529,0,0,0,1,26268.61,0.07,26268.61,24429.8073
666,240,3,65,5,2,6,Completed,20160527,20160529,20160530,1,1,0,1,69402.54,0.07,69402.54,64544.362199999996
667,240,2,65,8,2,6,Completed,20160527,20160529,20160530,1,1,0,1,94568.37,0.07,94568.37,87948.5841
668,240,1,65,9,2,6,Completed,20160527,20160529,20160530,1,1,0,1,157614.31,0.07,157614.31,146581.3083
669,240,4,65,18,2,6,Completed,20160527,20160529,20160530,1,1,0,2,23589.69,0.07,47179.38,45528.1017
670,241,1,1082,7,2,7,Completed,20160527,20160529,20160529,0,0,0,1,210152.58,0.2,210152.58,168122.06399999998
671,242,1,1168,3,2,7,Completed,20160527,20160530,20160530,0,0,0,1,52537.75,0.2,52537.75,42030.2
672,243,3,802,7,3,8,Completed,20160527,20160530,20160528,0,0,0,2,210152.58,0.05,420305.16,409797.53099999996
673,243,2,802,19,3,8,Completed,20160527,20160530,20160528,0,0,0,2,23589.69,0.07,47179.38,45528.1017
674,243,1,802,25,3,8,Completed,20160527,20160530,20160528,0,0,0,2,26268.61,0.05,52537.22,51223.7895
675,244,1,956,19,2,6,Completed,20160528,20160529,20160529,0,0,0,1,23589.69,0.07,23589.69,21938.411699999997
676,244,3,956,22,2,6,Completed,20160528,20160529,20160529,0,0,0,1,14184.81,0.1,14184.81,12766.329
677,244,2,956,25,2,6,Completed,20160528,20160529,20160529,0,0,0,1,26268.61,0.2,26268.61,21014.888
678,245,2,223,8,2,7,Completed,20160529,20160531,20160530,0,0,0,1,94568.37,0.1,94568.37,85111.533
679,245,1,223,10,2,7,Completed,20160529,20160531,20160530,0,0,0,2,81381.79,0.05,162763.58,158694.49049999999
680,247,2,928,3,1,3,Completed,20160530,20160601,20160601,0,0,0,1,52537.75,0.2,52537.75,42030.2
681,247,1,928,25,1,3,Completed,20160530,20160601,20160601,0,0,0,1,26268.61,0.07,26268.61,24429.8073
682,248,4,1376,9,2,7,Completed,20160530,20160601,20160531,0,0,0,1,157614.31,0.2,157614.31,126091.448
683,248,1,1376,13,2,7,Completed,20160530,20160601,20160531,0,0,0,1,14184.81,0.1,14184.81,12766.329
684,248,3,1376,17,2,7,Completed,20160530,20160601,20160531,0,0,0,1,22538.92,0.1,22538.92,20285.028
685,248,2,1376,26,2,7,Completed,20160530,20160601,20160531,0,0,0,2,31522.44,0.1,63044.88,59892.636
686,249,1,145,7,2,6,Completed,20160601,20160604,20160604,0,0,0,2,210152.58,0.05,420305.16,409797.53099999996
687,249,2,145,18,2,6,Completed,20160601,20160604,20160604,0,0,0,2,23589.69,0.05,47179.38,45999.8955
688,249,3,145,22,2,6,Completed,20160601,20160604,20160604,0,0,0,1,14184.81,0.1,14184.81,12766.329
689,250,2,150,11,2,7,Completed,20160601,20160602,20160604,1,2,0,2,88316.32,0.1,176632.64,167801.008
